idfile,id,block,trial,relCue,irrelCue,validity,targetLoc,relCueCol,gammaBlock,RT,correct,I,guessCue,Switch,Lamda,Gamma,pMUi,pMuNitI,pe,logRTmod,logRTexp
18_trials_model.mod,18,2,103,1,2,0,2,2,0.85455,341.14,1,48,2,53,0.65928,0.84396,0.13437,0.069443,0.72677,-0.31915,5.8323
18_trials_model.mod,18,2,104,2,1,1,2,2,0.85455,357.54,1,49,2,54,0.75992,0.84714,0.55179,0.17432,0.2362,-1.4431,5.8792
18_trials_model.mod,18,2,105,2,2,1,2,2,0.85455,NA,2,50,2,55,0.83389,0.8502,0.63509,0.12651,0.20797,-1.5704,NA
18_trials_model.mod,18,2,106,1,1,1,1,2,0.85455,378.9,1,51,2,56,0.88415,0.85314,0.69725,0.09136,0.18777,-1.6725,5.9373
18_trials_model.mod,18,2,107,2,2,1,2,2,0.85455,291.26,1,52,2,57,0.91647,0.85596,0.74044,0.067482,0.17377,-1.75,5.6742
18_trials_model.mod,18,2,108,2,2,1,2,2,0.85455,302.29,1,53,2,58,0.93653,0.85868,0.76916,0.052125,0.16409,-1.8074,5.7114
18_trials_model.mod,18,2,109,1,2,1,1,2,0.85455,337.53,1,54,2,59,0.94871,0.8613,0.78792,0.042595,0.15723,-1.85,5.8217
18_trials_model.mod,18,2,110,1,1,1,1,2,0.85455,345.88,1,55,2,60,0.95603,0.86382,0.80023,0.036807,0.15218,-1.8827,5.8461
18_trials_model.mod,18,3,1,2,2,0,1,1,0.8785,340.25,1,56,2,61,0.80935,0.84839,0.1415,0.033333,0.78197,-0.24594,5.8297
18_trials_model.mod,18,3,2,2,2,1,2,1,0.8785,327.55,1,57,2,62,0.8677,0.85105,0.6757,0.10302,0.19539,-1.6328,5.7916
18_trials_model.mod,18,3,3,2,2,1,2,1,0.8785,311.31,1,58,2,63,0.90592,0.85362,0.72507,0.075298,0.17965,-1.7168,5.7408
18_trials_model.mod,18,3,4,1,1,1,1,1,0.8785,298.35,1,59,2,64,0.92993,0.8561,0.75827,0.057139,0.16885,-1.7787,5.6983
18_trials_model.mod,18,3,5,2,1,1,2,1,0.8785,305.3,1,60,2,65,0.75858,0.84183,0.1437,0.045734,0.75931,-0.27535,5.7213
18_trials_model.mod,18,3,6,1,2,1,1,1,0.8785,274.01,1,61,2,66,0.50214,0.82803,0.12824,0.12715,0.66472,-0.40839,5.6132
18_trials_model.mod,18,3,7,1,1,1,1,1,0.8785,296.35,1,62,2,67,0.62619,0.83081,0.41709,0.24898,0.29285,-1.2281,5.6915
18_trials_model.mod,18,3,8,1,2,0,2,1,0.8785,307.41,1,63,2,68,0.7311,0.83349,0.51669,0.19004,0.25618,-1.3619,5.7282
18_trials_model.mod,18,3,9,2,1,1,2,1,0.8785,339.29,1,64,2,1,0.47956,0.82047,0.12919,0.1402,0.65369,-0.42513,5.8269
18_trials_model.mod,18,3,10,2,2,0,1,1,0.8785,369.11,1,65,2,2,0,0.51,NA,NA,0.48481,-0.724,5.9111
18_trials_model.mod,18,3,11,2,1,1,2,1,0.8785,305.52,1,66,2,3,0,0.51,NA,NA,0.48481,-0.724,5.722
18_trials_model.mod,18,3,12,1,1,1,1,1,0.8785,373.87,1,67,2,4,0,0.51,NA,NA,0.48481,-0.724,5.9239
18_trials_model.mod,18,3,13,2,2,1,2,1,0.8785,279.53,1,68,2,5,0,0.51,NA,NA,0.48481,-0.724,5.6331
18_trials_model.mod,18,3,14,1,1,1,1,1,0.8785,351.54,1,1,1,6,0.7,0.51,NA,NA,0.48481,-0.724,5.8623
18_trials_model.mod,18,3,15,2,1,1,2,1,0.8785,260.48,1,2,1,7,0.77073,0.755,0.52099,0.15498,0.30346,-1.1925,5.5625
18_trials_model.mod,18,3,16,2,1,1,2,1,0.8785,325.11,1,3,1,8,0.83923,0.83667,0.63358,0.12137,0.21746,-1.5258,5.7842
18_trials_model.mod,18,3,17,1,2,1,1,1,0.8785,253.49,1,4,1,9,0.8904,0.8775,0.72162,0.088823,0.16387,-1.8087,5.5353
18_trials_model.mod,18,3,18,1,1,1,1,1,0.8785,293.68,1,5,1,10,0.92411,0.902,0.78562,0.064513,0.12851,-2.0518,5.6825
18_trials_model.mod,18,3,19,2,1,1,2,1,0.8785,255.05,1,6,1,11,0.94475,0.91833,0.82926,0.048495,0.10478,-2.2559,5.5415
18_trials_model.mod,18,3,20,2,2,1,2,1,0.8785,267.83,1,7,1,12,0.95685,0.93,0.85804,0.03869,0.088552,-2.4242,5.5904
18_trials_model.mod,18,3,21,1,1,1,1,1,0.8785,293.48,1,8,1,13,0.9638,0.93875,0.87691,0.032939,0.077134,-2.5622,5.6818
18_trials_model.mod,18,3,22,1,2,1,1,1,0.8785,301.46,1,9,1,14,0.96775,0.94556,0.8895,0.029641,0.068813,-2.6764,5.7086
18_trials_model.mod,18,3,23,1,2,1,1,1,0.8785,325.73,1,10,1,15,0.97002,0.951,0.8982,0.027762,0.062522,-2.7722,5.7861
18_trials_model.mod,18,3,24,1,2,1,1,1,0.8785,259.05,1,11,1,16,0.97134,0.95545,0.90446,0.026685,0.057598,-2.8543,5.557
18_trials_model.mod,18,3,25,1,1,1,1,1,0.8785,351.8,1,12,1,17,0.97214,0.95917,0.90918,0.026056,0.053626,-2.9257,5.8631
18_trials_model.mod,18,3,26,2,2,1,2,1,0.8785,291.22,1,13,1,18,0.97264,0.96231,0.91289,0.025677,0.05034,-2.989,5.6741
18_trials_model.mod,18,3,27,2,1,1,2,1,0.8785,249.3,1,14,1,19,0.97298,0.965,0.9159,0.025438,0.047566,-3.0456,5.5187
18_trials_model.mod,18,3,28,2,1,1,2,1,0.8785,289.47,1,15,1,20,0.97321,0.96733,0.91843,0.025279,0.045185,-3.097,5.6681
18_trials_model.mod,18,3,29,2,2,1,2,1,0.8785,281.66,1,16,1,21,0.97339,0.96937,0.92058,0.025167,0.043115,-3.1439,5.6407
18_trials_model.mod,18,3,30,1,2,1,1,1,0.8785,267.5,1,17,1,22,0.97353,0.97118,0.92246,0.025083,0.041297,-3.187,5.5891
18_trials_model.mod,18,3,31,2,1,1,2,1,0.8785,295.9,1,18,1,23,0.97364,0.97278,0.92411,0.025017,0.039684,-3.2268,5.69
18_trials_model.mod,18,3,32,1,2,1,1,1,0.8785,283.89,1,19,1,24,0.97374,0.97421,0.92557,0.024963,0.038243,-3.2638,5.6486
18_trials_model.mod,18,3,33,2,1,1,2,1,0.8785,327.07,1,20,1,25,0.97382,0.9755,0.92689,0.024918,0.036948,-3.2982,5.7902
18_trials_model.mod,18,3,34,2,1,1,2,1,0.8785,271.21,1,21,1,26,0.97389,0.97667,0.92807,0.024878,0.035778,-3.3304,5.6029
18_trials_model.mod,18,3,35,1,1,1,1,1,0.8785,302.08,1,22,1,27,0.97396,0.97773,0.92915,0.024844,0.034714,-3.3606,5.7107
18_trials_model.mod,18,3,36,2,2,1,2,1,0.8785,305.02,1,23,1,28,0.97402,0.9787,0.93013,0.024813,0.033743,-3.389,5.7204
18_trials_model.mod,18,3,37,1,1,1,1,1,0.8785,301.03,1,24,1,29,0.97407,0.97958,0.93102,0.024785,0.032853,-3.4157,5.7072
18_trials_model.mod,18,3,38,2,1,1,2,1,0.8785,252.5,1,25,1,30,0.97412,0.9804,0.93185,0.024761,0.032034,-3.4409,5.5314
18_trials_model.mod,18,3,39,1,1,1,1,1,0.8785,299.71,1,26,1,31,0.97416,0.98115,0.93261,0.024738,0.031279,-3.4648,5.7028
18_trials_model.mod,18,3,40,1,2,1,1,1,0.8785,278.99,1,27,1,32,0.9742,0.98185,0.93331,0.024717,0.03058,-3.4874,5.6312
18_trials_model.mod,18,3,41,1,1,1,1,1,0.8785,277.21,1,28,1,33,0.97424,0.9825,0.93397,0.024698,0.029931,-3.5089,5.6248
18_trials_model.mod,18,3,42,1,2,0,2,1,0.8785,341.03,1,29,1,34,0.66432,0.94862,0.048843,0.02468,0.79803,-0.22561,5.832
18_trials_model.mod,18,3,43,2,2,1,2,1,0.8785,313.09,1,30,1,35,0.78387,0.95033,0.62355,0.17193,0.147,-1.9173,5.7465
18_trials_model.mod,18,3,44,2,2,1,2,1,0.8785,276.69,1,31,1,36,0.86422,0.95194,0.73275,0.11513,0.10943,-2.2125,5.6229
18_trials_model.mod,18,3,45,2,1,1,2,1,0.8785,295.13,1,32,1,37,0.91291,0.95344,0.8067,0.076954,0.086051,-2.4528,5.6874
18_trials_model.mod,18,3,46,1,1,1,1,1,0.8785,326.02,1,33,1,38,0.94059,0.95485,0.85208,0.053817,0.072173,-2.6287,5.787
18_trials_model.mod,18,3,47,1,1,1,1,1,0.8785,289.4,1,34,1,39,0.95575,0.95618,0.87841,0.040666,0.064008,-2.7488,5.6678
18_trials_model.mod,18,3,48,1,2,0,2,1,0.8785,293.21,1,35,1,40,0.66485,0.92886,0.066382,0.033462,0.78513,-0.24191,5.6809
18_trials_model.mod,18,3,49,1,1,1,1,1,0.8785,289.72,1,36,1,41,0.78072,0.93083,0.61123,0.17167,0.16364,-1.8101,5.6689
18_trials_model.mod,18,3,50,1,1,1,1,1,0.8785,1545.8,1,37,1,42,0.85979,0.9327,0.71515,0.11662,0.12797,-2.056,7.3433
18_trials_model.mod,18,3,51,1,1,1,1,1,0.8785,303.06,1,38,1,43,0.90869,0.93447,0.78672,0.079057,0.1052,-2.2519,5.7139
18_trials_model.mod,18,3,52,2,1,1,2,1,0.8785,261.92,1,39,1,44,0.9371,0.93615,0.83163,0.055825,0.091282,-2.3938,5.568
18_trials_model.mod,18,3,53,2,2,0,1,1,0.8785,325.35,1,40,1,45,0.6536,0.91275,0.079864,0.042327,0.76977,-0.26166,5.7849
18_trials_model.mod,18,3,54,2,1,1,2,1,0.8785,353.87,1,41,1,46,0.7695,0.91488,0.59097,0.17702,0.18075,-1.7106,5.8689
18_trials_model.mod,18,3,55,2,1,1,2,1,0.8785,265.65,1,42,1,47,0.8504,0.9169,0.69326,0.12195,0.14546,-1.9278,5.5822
18_trials_model.mod,18,3,56,2,2,1,2,1,0.8785,258.97,1,43,1,48,0.90162,0.91884,0.76536,0.083517,0.12237,-2.1007,5.5567
18_trials_model.mod,18,3,57,1,1,1,1,1,0.8785,335.63,1,44,1,49,0.93204,0.92068,0.8117,0.059185,0.10791,-2.2265,5.816
18_trials_model.mod,18,3,58,2,2,0,1,1,0.8785,339.34,1,45,1,50,0.67009,0.90022,0.090852,0.044729,0.76819,-0.26372,5.827
18_trials_model.mod,18,3,59,2,1,1,2,1,0.8785,266.76,1,46,1,51,0.7792,0.90239,0.59705,0.16918,0.18646,-1.6796,5.5863
18_trials_model.mod,18,3,60,1,1,1,1,1,0.8785,296.89,1,47,1,52,0.85505,0.90447,0.6922,0.11735,0.15416,-1.8698,5.6934
18_trials_model.mod,18,3,61,2,1,1,2,1,0.8785,234.94,1,48,1,53,0.90324,0.90646,0.75905,0.081311,0.13287,-2.0184,5.4593
18_trials_model.mod,18,3,62,1,1,1,1,1,0.8785,320.85,1,49,1,54,0.93213,0.90837,0.80225,0.058411,0.11935,-2.1257,5.771
18_trials_model.mod,18,3,63,2,1,1,2,1,0.8785,252.6,1,50,1,55,0.94885,0.9102,0.82885,0.044685,0.11078,-2.2002,5.5318
18_trials_model.mod,18,3,64,2,2,1,2,1,0.8785,289.07,1,51,1,56,0.95832,0.91196,0.84494,0.036744,0.10521,-2.2518,5.6667
18_trials_model.mod,18,3,65,2,1,1,2,1,0.8785,257.72,1,52,1,57,0.96365,0.91365,0.85474,0.032241,0.10138,-2.2889,5.5519
18_trials_model.mod,18,3,66,1,1,0,2,1,0.8785,313.56,1,53,1,58,0.76632,0.89642,0.09743,0.02971,0.80378,-0.21843,5.748
18_trials_model.mod,18,3,67,1,1,1,1,1,0.8785,309.77,1,54,1,59,0.84566,0.89833,0.67651,0.12347,0.16314,-1.8131,5.7358
18_trials_model.mod,18,3,68,1,2,1,1,1,0.8785,83.5,1,55,1,60,0.89685,0.90018,0.74577,0.085769,0.1411,-1.9583,4.4248
18_trials_model.mod,18,3,69,1,1,1,1,1,0.8785,275.39,1,56,1,61,0.92793,0.90196,0.79112,0.061446,0.12701,-2.0635,5.6182
18_trials_model.mod,18,3,70,1,2,1,1,1,0.8785,273.07,1,57,1,62,0.94609,0.90368,0.81931,0.046683,0.11808,-2.1364,5.6097
18_trials_model.mod,18,3,71,1,2,1,1,1,0.8785,281.31,1,58,1,63,0.95649,0.90534,0.83644,0.038052,0.11229,-2.1866,5.6395
18_trials_model.mod,18,3,72,2,1,1,2,1,0.8785,313.24,1,59,1,64,0.96237,0.90695,0.84688,0.033114,0.10836,-2.2223,5.747
18_trials_model.mod,18,3,73,2,1,0,1,1,0.8785,361.02,1,60,1,65,0.77019,0.89183,0.10161,0.030319,0.80178,-0.22092,5.8889
18_trials_model.mod,18,3,74,2,1,1,2,1,0.8785,316.79,1,61,1,66,0.84755,0.89361,0.67623,0.12163,0.1664,-1.7934,5.7582
18_trials_model.mod,18,3,75,1,2,1,1,1,0.8785,305.04,1,62,1,67,0.89753,0.89532,0.74335,0.08487,0.14519,-1.9297,5.7204
18_trials_model.mod,18,3,76,2,2,1,2,1,0.8785,298.22,1,63,1,68,0.92796,0.89698,0.78732,0.061127,0.13162,-2.0279,5.6978
18_trials_model.mod,18,3,77,2,1,1,2,1,0.8785,279.07,1,64,1,69,0.94582,0.89859,0.81472,0.04667,0.123,-2.0956,5.6315
18_trials_model.mod,18,3,78,1,2,1,1,1,0.8785,299.18,1,65,1,70,0.95609,0.90015,0.83141,0.038182,0.11742,-2.142,5.701
18_trials_model.mod,18,3,79,1,2,1,1,1,0.8785,320.88,1,66,1,71,0.96194,0.90167,0.84161,0.033301,0.11362,-2.1749,5.7711
18_trials_model.mod,18,3,80,2,2,0,1,1,0.8785,314.77,1,67,1,72,0.77471,0.88821,0.10497,0.030524,0.80075,-0.22221,5.7518
18_trials_model.mod,18,3,81,1,2,1,1,1,0.8785,329.08,1,68,1,73,0.85003,0.88985,0.67722,0.11948,0.16861,-1.7802,5.7963
18_trials_model.mod,18,3,82,2,1,1,2,1,0.8785,263.21,1,69,1,74,0.89867,0.89145,0.74223,0.083693,0.14822,-1.9091,5.573
18_trials_model.mod,18,3,83,1,2,0,2,1,0.8785,411.8,1,70,1,75,0.6376,0.87871,0.10659,0.060585,0.74147,-0.29913,6.0205
18_trials_model.mod,18,3,84,2,2,1,2,1,0.8785,283.08,1,71,1,76,0.75049,0.88042,0.55533,0.18463,0.2145,-1.5395,5.6457
18_trials_model.mod,18,3,85,2,2,1,2,1,0.8785,324.96,1,72,1,77,0.83249,0.88208,0.651,0.13099,0.18192,-1.7042,5.7837
18_trials_model.mod,18,3,86,1,2,1,1,1,0.8785,289.29,1,73,1,78,0.88682,0.8837,0.72105,0.092025,0.15973,-1.8343,5.6674
18_trials_model.mod,18,3,87,2,2,1,2,1,0.8785,288.95,1,74,1,79,0.92063,0.88527,0.76803,0.066215,0.14531,-1.9289,5.6663
18_trials_model.mod,18,3,88,2,1,1,2,1,0.8785,296.24,1,75,1,80,0.94086,0.8868,0.79785,0.050151,0.13608,-1.9945,5.6912
18_trials_model.mod,18,3,89,1,2,1,1,1,0.8785,275.36,1,76,1,81,0.95269,0.88829,0.81627,0.040538,0.13008,-2.0396,5.6181
18_trials_model.mod,18,3,90,1,2,1,1,1,0.8785,355.15,1,77,1,82,0.95951,0.88974,0.8276,0.034919,0.12604,-2.0712,5.8725
18_trials_model.mod,18,3,91,2,2,1,2,1,0.8785,317.28,1,78,1,83,0.96344,0.89115,0.8347,0.031675,0.12315,-2.0944,5.7598
18_trials_model.mod,18,3,92,2,2,0,1,1,0.8785,333.5,1,79,1,84,0.7912,0.87987,0.11296,0.029811,0.80056,-0.22245,5.8096
18_trials_model.mod,18,3,93,2,2,1,2,1,0.8785,301.56,1,80,1,85,0.85978,0.88137,0.68458,0.11164,0.1721,-1.7597,5.709
18_trials_model.mod,18,3,94,1,1,1,1,1,0.8785,296.34,1,81,1,86,0.90386,0.88284,0.74325,0.07906,0.15397,-1.871,5.6915
18_trials_model.mod,18,3,95,2,2,1,2,1,0.8785,275.42,1,82,1,87,0.93078,0.88427,0.78148,0.05812,0.14233,-1.9496,5.6183
18_trials_model.mod,18,3,96,1,1,1,1,1,0.8785,303.55,1,83,1,88,0.94672,0.88566,0.80537,0.045329,0.13489,-2.0033,5.7155
18_trials_model.mod,18,3,97,1,1,0,2,1,0.8785,337.14,1,84,1,89,0.75356,0.87512,0.11545,0.037757,0.78267,-0.24504,5.8205
18_trials_model.mod,18,3,98,1,2,1,1,1,0.8785,261.43,1,85,1,90,0.83373,0.87659,0.6495,0.12953,0.18603,-1.6819,5.5662
18_trials_model.mod,18,3,99,1,1,1,1,1,0.8785,308.03,1,86,1,91,0.88696,0.87802,0.71745,0.091438,0.16471,-1.8036,5.7302
18_trials_model.mod,18,3,100,1,1,1,1,1,0.8785,246.85,1,87,1,92,0.92023,0.87943,0.76308,0.066148,0.15084,-1.8915,5.5088
18_trials_model.mod,18,3,101,2,1,1,2,1,0.8785,263.86,1,88,1,93,0.94025,0.8808,0.79212,0.050341,0.14196,-1.9522,5.5754
18_trials_model.mod,18,3,102,2,2,1,2,1,0.8785,243.63,1,89,1,94,0.95202,0.88213,0.8101,0.040831,0.1362,-1.9936,5.4957
18_trials_model.mod,18,3,103,1,1,1,1,1,0.8785,360.89,1,90,1,95,0.95885,0.88344,0.82118,0.035238,0.13233,-2.0224,5.8886
18_trials_model.mod,18,3,104,2,2,1,2,1,0.8785,276.84,1,91,1,96,0.96281,0.88473,0.82812,0.031989,0.12958,-2.0434,5.6234
18_trials_model.mod,18,3,105,1,1,1,1,1,0.8785,267.15,1,92,1,97,0.9651,0.88598,0.83262,0.030111,0.12749,-2.0597,5.5878
18_trials_model.mod,18,3,106,2,2,1,2,1,0.8785,303.44,1,93,1,98,0.96644,0.8872,0.83571,0.029022,0.12579,-2.0731,5.7152
18_trials_model.mod,18,3,107,2,1,1,2,1,0.8785,343.7,1,94,1,99,0.96723,0.8884,0.83797,0.028386,0.12432,-2.0849,5.8398
18_trials_model.mod,18,4,1,1,2,1,1,2,0.87619,314.3,1,95,1,100,0.80301,0.87905,0.11417,0.028007,0.80438,-0.21768,5.7503
18_trials_model.mod,18,4,2,2,2,1,2,2,0.87619,305.13,1,96,1,101,0.8674,0.88031,0.69363,0.10603,0.17012,-1.7713,5.7207
18_trials_model.mod,18,4,3,2,1,1,2,2,0.87619,309.32,1,97,1,102,0.59172,0.87124,0.10934,0.075439,0.71967,-0.32896,5.7344
18_trials_model.mod,18,4,4,1,1,1,1,2,0.87619,330.99,1,98,1,103,0.71281,0.87255,0.51233,0.20642,0.23444,-1.4505,5.8021
18_trials_model.mod,18,4,5,2,2,1,2,2,0.87619,278.99,1,99,1,104,0.80474,0.87384,0.61362,0.14889,0.19916,-1.6137,5.6312
18_trials_model.mod,18,4,6,2,2,1,2,2,0.87619,388.81,1,100,1,105,0.86785,0.8751,0.69096,0.10521,0.17447,-1.746,5.9631
18_trials_model.mod,18,4,7,1,2,0,2,2,0.87619,279.11,1,101,1,106,0.90823,0.87634,0.74449,0.075227,0.1582,-1.8439,5.6316
18_trials_model.mod,18,4,8,1,2,0,2,2,0.87619,256.32,1,102,1,107,0.9329,0.87755,0.77919,0.056043,0.14778,-1.912,5.5464
18_trials_model.mod,18,4,9,2,1,1,2,2,0.87619,284.76,1,103,1,108,0.72923,0.86903,0.11936,0.04432,0.76911,-0.26252,5.6516
18_trials_model.mod,18,4,10,2,1,1,2,2,0.87619,288.82,1,104,1,1,0.41482,0.86067,0.10001,0.14109,0.64961,-0.43138,5.6658
18_trials_model.mod,18,4,11,1,1,1,1,2,0.87619,296.24,1,105,1,2,0,0.51,NA,NA,0.48481,-0.724,5.6912
18_trials_model.mod,18,4,12,1,2,0,2,2,0.87619,287.02,1,106,1,3,0,0.51,NA,NA,0.48481,-0.724,5.6596
18_trials_model.mod,18,4,13,1,1,1,1,2,0.87619,278.95,1,107,1,4,0,0.51,NA,NA,0.48481,-0.724,5.631
18_trials_model.mod,18,4,14,1,1,1,1,2,0.87619,254.46,1,108,1,5,0,0.51,NA,NA,0.48481,-0.724,5.5391
18_trials_model.mod,18,4,15,2,2,1,2,2,0.87619,249.74,1,1,1,6,0.7,0.51,NA,NA,0.48481,-0.724,5.5204
18_trials_model.mod,18,4,16,2,1,1,2,2,0.87619,NA,2,2,1,1,0.76837,0.255,0.51409,0.15498,0.31175,-1.1656,NA
18_trials_model.mod,18,4,17,1,1,1,1,2,0.87619,295.04,1,3,1,2,0,0.51,NA,NA,0.48481,-0.724,5.6871
18_trials_model.mod,18,4,18,1,2,1,1,2,0.87619,343.58,1,4,1,3,0,0.51,NA,NA,0.48481,-0.724,5.8394
18_trials_model.mod,18,4,19,2,1,1,2,2,0.87619,270,1,5,1,4,0,0.51,NA,NA,0.48481,-0.724,5.5984
18_trials_model.mod,18,4,20,2,2,1,2,2,0.87619,313.35,1,6,1,5,0,0.51,NA,NA,0.48481,-0.724,5.7473
18_trials_model.mod,18,4,21,1,1,1,1,2,0.87619,369.1,1,1,2,6,0.7,0.51,NA,NA,0.48481,-0.724,5.9111
18_trials_model.mod,18,4,22,2,1,0,1,2,0.87619,308.04,1,2,2,1,0.76837,0.255,0.51409,0.15498,0.31175,-1.1656,5.7302
18_trials_model.mod,18,4,23,2,1,1,2,2,0.87619,255.27,1,3,2,2,0,0.51,NA,NA,0.48481,-0.724,5.5423
18_trials_model.mod,18,4,24,2,1,1,2,2,0.87619,275.6,1,4,2,3,0,0.51,NA,NA,0.48481,-0.724,5.619
18_trials_model.mod,18,4,25,2,2,1,2,2,0.87619,273.03,1,5,2,4,0,0.51,NA,NA,0.48481,-0.724,5.6096
18_trials_model.mod,18,4,26,2,2,1,2,2,0.87619,273.7,1,6,2,5,0,0.51,NA,NA,0.48481,-0.724,5.612
18_trials_model.mod,18,4,27,1,1,1,1,2,0.87619,289.61,1,1,2,6,0.7,0.51,NA,NA,0.48481,-0.724,5.6685
18_trials_model.mod,18,4,28,2,1,1,2,2,0.87619,278.85,1,2,2,7,0.77073,0.755,0.52099,0.15498,0.30346,-1.1925,5.6307
18_trials_model.mod,18,4,29,1,2,1,1,2,0.87619,263.43,1,3,2,8,0.83923,0.83667,0.63358,0.12137,0.21746,-1.5258,5.5738
18_trials_model.mod,18,4,30,2,1,1,2,2,0.87619,269.97,1,4,2,9,0.8904,0.8775,0.72162,0.088823,0.16387,-1.8087,5.5983
18_trials_model.mod,18,4,31,2,2,1,2,2,0.87619,257.52,1,5,2,10,0.92411,0.902,0.78562,0.064513,0.12851,-2.0518,5.5511
18_trials_model.mod,18,4,32,1,2,1,1,2,0.87619,341.06,1,6,2,11,0.94475,0.91833,0.82926,0.048495,0.10478,-2.2559,5.8321
18_trials_model.mod,18,4,33,2,1,1,2,2,0.87619,199.91,1,7,2,12,0.95685,0.93,0.85804,0.03869,0.088552,-2.4242,5.2979
18_trials_model.mod,18,4,34,2,1,0,1,2,0.87619,340.63,1,8,2,13,0.84081,0.81375,0.17398,0.032939,0.7638,-0.26944,5.8308
18_trials_model.mod,18,4,35,2,1,1,2,2,0.87619,298.96,1,9,2,14,0.88643,0.83444,0.68746,0.088074,0.20354,-1.5919,5.7003
18_trials_model.mod,18,4,36,2,2,1,2,2,0.87619,282.13,1,10,2,15,0.91746,0.851,0.73799,0.066397,0.17797,-1.7261,5.6424
18_trials_model.mod,18,4,37,2,2,1,2,2,0.87619,268.92,1,11,2,16,0.93753,0.86455,0.77522,0.051658,0.15823,-1.8437,5.5944
18_trials_model.mod,18,4,38,2,2,1,2,2,0.87619,265.06,1,12,2,17,0.9501,0.87583,0.80205,0.042122,0.14292,-1.9455,5.58
18_trials_model.mod,18,4,39,1,2,1,1,2,0.87619,253.65,1,13,2,18,0.95785,0.88538,0.82138,0.036147,0.13086,-2.0336,5.536
18_trials_model.mod,18,4,40,2,2,1,2,2,0.87619,307.8,1,14,2,19,0.9626,0.89357,0.83555,0.032468,0.12115,-2.1107,5.7295
18_trials_model.mod,18,4,41,2,2,1,2,2,0.87619,331.22,1,15,2,20,0.96553,0.90067,0.84625,0.030212,0.11314,-2.1791,5.8028
18_trials_model.mod,18,4,42,2,1,1,2,2,0.87619,295.82,1,16,2,21,0.96738,0.90687,0.85461,0.028818,0.1064,-2.2406,5.6898
18_trials_model.mod,18,4,43,1,1,0,2,2,0.87619,265.45,1,17,2,22,0.83192,0.85353,0.13829,0.027939,0.79411,-0.23053,5.5814
18_trials_model.mod,18,4,44,1,1,1,1,2,0.87619,241.03,1,18,2,23,0.88389,0.86167,0.70261,0.092297,0.18033,-1.713,5.4849
18_trials_model.mod,18,4,45,1,2,1,1,2,0.87619,299.07,1,19,2,24,0.91746,0.86895,0.75145,0.067606,0.16151,-1.8232,5.7007
18_trials_model.mod,18,4,46,2,2,1,2,2,0.87619,365.06,1,20,2,25,0.93826,0.8755,0.78505,0.051657,0.14768,-1.9127,5.9001
18_trials_model.mod,18,4,47,1,2,1,1,2,0.87619,283.91,1,21,2,26,0.95083,0.88143,0.80779,0.041773,0.13733,-1.9854,5.6487
18_trials_model.mod,18,4,48,2,1,1,2,2,0.87619,337.86,1,22,2,27,0.95833,0.88682,0.82332,0.035802,0.1293,-2.0456,5.8226
18_trials_model.mod,18,4,49,2,1,1,2,2,0.87619,261.31,1,23,2,28,0.96279,0.89174,0.83424,0.032239,0.12284,-2.0969,5.5657
18_trials_model.mod,18,4,50,2,1,1,2,2,0.87619,259.01,1,24,2,29,0.96548,0.89625,0.84226,0.030118,0.11743,-2.1419,5.5569
18_trials_model.mod,18,4,51,1,2,0,2,2,0.87619,287.13,1,25,2,30,0.82017,0.8604,0.13155,0.028843,0.79559,-0.22867,5.6599
18_trials_model.mod,18,4,52,2,1,1,2,2,0.87619,255.33,1,26,2,31,0.87675,0.86577,0.69628,0.097881,0.17931,-1.7186,5.5426
18_trials_model.mod,18,4,53,2,1,1,2,2,0.87619,266.72,1,27,2,32,0.91321,0.87074,0.7471,0.070999,0.16143,-1.8237,5.5862
18_trials_model.mod,18,4,54,2,2,1,2,2,0.87619,261.15,1,28,2,33,0.93573,0.87536,0.78139,0.053673,0.14877,-1.9054,5.5651
18_trials_model.mod,18,4,55,2,1,1,2,2,0.87619,251.92,1,29,2,34,0.94926,0.87966,0.80404,0.042978,0.13961,-1.9689,5.5291
18_trials_model.mod,18,4,56,1,2,1,1,2,0.87619,267.51,1,30,2,35,0.95729,0.88367,0.81907,0.036548,0.13272,-2.0195,5.5892
18_trials_model.mod,18,4,57,2,2,0,1,2,0.87619,315.19,1,31,2,36,0.80526,0.85516,0.13536,0.032735,0.786,-0.2408,5.7532
18_trials_model.mod,18,4,58,2,2,1,2,2,0.87619,255.58,1,32,2,37,0.86614,0.85969,0.67921,0.10497,0.18846,-1.6689,5.5435
18_trials_model.mod,18,4,59,1,2,1,1,2,0.87619,301.49,1,33,2,38,0.90596,0.86394,0.73256,0.076038,0.17028,-1.7703,5.7087
18_trials_model.mod,18,4,60,1,1,1,1,2,0.87619,338.38,1,34,2,39,0.93084,0.86794,0.76879,0.057119,0.15751,-1.8483,5.8242
18_trials_model.mod,18,4,61,2,2,1,2,2,0.87619,329.55,1,35,2,40,0.94595,0.87171,0.79274,0.045299,0.14838,-1.908,5.7977
18_trials_model.mod,18,4,62,1,2,0,2,2,0.87619,307.41,1,36,2,41,0.78702,0.8475,0.14087,0.038122,0.77349,-0.25684,5.7282
18_trials_model.mod,18,4,63,2,1,1,2,2,0.87619,243.68,1,37,2,42,0.85276,0.85162,0.65808,0.11363,0.20015,-1.6087,5.4959
